Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Secondary_Pos,Team
Joško Gvardiol,CRO,DF,22.0,37.0,36.0,3277.0,36.4,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,,Manchester City
Erling Haaland,NOR,FW,24.0,31.0,31.0,2736.0,30.4,22.0,3.0,25.0,19.0,3.0,4.0,2.0,0.0,,Manchester City
Bernardo Silva,POR,MF,29.0,33.0,29.0,2670.0,29.7,4.0,4.0,8.0,4.0,0.0,0.0,7.0,0.0,FW,Manchester City
Ederson,BRA,GK,30.0,26.0,26.0,2320.0,25.8,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,,Manchester City
Rúben Dias,POR,DF,27.0,27.0,25.0,2271.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,Manchester City
İlkay Gündoğan,GER,MF,33.0,33.0,25.0,2223.0,24.7,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,,Manchester City
Mateo Kovačić,CRO,MF,30.0,31.0,25.0,2198.0,24.4,6.0,2.0,8.0,6.0,0.0,0.0,5.0,1.0,,Manchester City
Manuel Akanji,SUI,DF,29.0,26.0,23.0,2014.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,Manchester City
Rico Lewis,ENG,DF,19.0,28.0,21.0,1893.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,MF,Manchester City
Sávio,BRA,FW,20.0,29.0,21.0,1766.0,19.6,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,MF,Manchester City
Phil Foden,ENG,MF,24.0,28.0,20.0,1777.0,19.7,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,FW,Manchester City
Kevin De Bruyne,BEL,MF,33.0,28.0,19.0,1702.0,18.9,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,FW,Manchester City
Matheus Nunes,POR,DF,25.0,26.0,19.0,1674.0,18.6,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,MF,Manchester City
Jeremy Doku,BEL,FW,22.0,29.0,16.0,1516.0,16.8,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,MF,Manchester City
Omar Marmoush,EGY,FW,25.0,16.0,14.0,1175.0,13.1,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,MF,Manchester City
,,Performance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Stefan Ortega,GER,GK,31.0,13.0,12.0,1100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester City
Kyle Walker,ENG,DF,34.0,15.0,9.0,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,Manchester City
Nicolás González,ESP,MF,22.0,11.0,9.0,760.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,Manchester City
Nathan Aké,NED,DF,29.0,10.0,8.0,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Jack Grealish,ENG,FW,28.0,20.0,7.0,721.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,MF,Manchester City
John Stones,ENG,DF,30.0,11.0,6.0,548.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,MF,Manchester City
Nico O’Reilly,ENG,DF,19.0,9.0,6.0,528.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,Manchester City
Abdukodir Khusanov,UZB,DF,20.0,6.0,6.0,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester City
James Mcatee,ENG,MF,21.0,15.0,3.0,349.0,3.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,FW,Manchester City
Jahmai Simpson-Pusey,ENG,DF,18.0,2.0,1.0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester City
Rodri,ESP,MF,28.0,3.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Divin Mubama,ENG,FW,19.0,1.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Oscar Bobb,NOR,FW,21.0,3.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Claudio Echeverri,ARG,FW,18.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Vitor Reis,BRA,DF,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
,,Performance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Max Alleyne,ENG,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Thorsten Brits,ENG,GK,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Scott Carson,ENG,GK,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Issa Kaboré,BFA,DF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Manchester City
Josh Wilson-Esbrand,ENG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Jacob Wright,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester City
Bruno Fernandes,POR,MF,29.0,36.0,35.0,3018.0,33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0,,Manchester Utd
André Onana,CMR,GK,28.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Noussair Mazraoui,MAR,DF,26.0,37.0,34.0,2838.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,Manchester Utd
Diogo Dalot,POR,DF,25.0,33.0,31.0,2814.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,,Manchester Utd
Matthijs de Ligt,NED,DF,24.0,29.0,25.0,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,,Manchester Utd
Alejandro Garnacho,ARG,MF,20.0,36.0,23.0,2199.0,24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,FW,Manchester Utd
Rasmus Højlund,DEN,FW,21.0,32.0,23.0,2004.0,22.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,,Manchester Utd
Manuel Ugarte,URU,MF,23.0,29.0,22.0,1785.0,19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,,Manchester Utd
Amad Diallo,CIV,MF,22.0,26.0,20.0,1901.0,21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,FW,Manchester Utd
Lisandro Martínez,ARG,DF,26.0,20.0,20.0,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,,Manchester Utd
Harry Maguire,ENG,DF,31.0,27.0,19.0,1758.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,,Manchester Utd
Kobbie Mainoo,ENG,MF,19.0,25.0,19.0,1651.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,Manchester Utd
Casemiro,BRA,MF,32.0,24.0,18.0,1494.0,16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,,Manchester Utd
Joshua Zirkzee,NED,FW,23.0,32.0,14.0,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,MF,Manchester Utd
Leny Yoro,FRA,DF,18.0,21.0,12.0,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,Manchester Utd
Marcus Rashford,ENG,FW,26.0,15.0,12.0,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,MF,Manchester Utd
Christian Eriksen,DEN,MF,32.0,23.0,11.0,1061.0,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,,Manchester Utd
Patrick Dorgu,DEN,DF,19.0,12.0,10.0,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,Manchester Utd
Mason Mount,ENG,MF,25.0,17.0,8.0,622.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,Manchester Utd
Victor Lindelöf,SWE,DF,30.0,16.0,6.0,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester Utd
Altay Bayındır,TUR,GK,26.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Luke Shaw,ENG,DF,29.0,7.0,4.0,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester Utd
Harry Amass,ENG,DF,17.0,5.0,4.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Jonny Evans,NIR,DF,36.0,7.0,3.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester Utd
Ayden Heaven,ENG,DF,17.0,4.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester Utd
Tyler Fredricson,ENG,DF,19.0,2.0,2.0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Tyrell Malacia,NED,DF,24.0,3.0,2.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester Utd
Chidozie Obi-Martin,DEN,FW,16.0,7.0,1.0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Manchester Utd
Toby Collyer,ENG,MF,20.0,6.0,0.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Antony,BRA,DF,24.0,8.0,0.0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Manchester Utd
Scott McTominay,SCO,MF,27.0,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Jayce Fitzgerald,ENG,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Jack Fletcher,ENG,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Hubert Graczyk,POL,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Elyh Harrison,ENG,GK,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Tom Heaton,ENG,GK,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Sekou Koné,MLI,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Godwill Kukonki,ENG,DF,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Dermot Mee,NIR,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Jack Moorhouse,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Ethan Wheatley,ENG,FW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Manchester Utd
Bruno Guimarães,BRA,MF,26.0,38.0,38.0,3271.0,36.3,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,,Newcastle Utd
Dan Burn,ENG,DF,32.0,37.0,37.0,3330.0,37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,,Newcastle Utd
Alexander Isak,SWE,FW,24.0,34.0,34.0,2756.0,30.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,,Newcastle Utd
Fabian Schär,SUI,DF,32.0,34.0,33.0,2934.0,32.6,4.0,0.0,4.0,4.0,0.0,0.0,9.0,1.0,,Newcastle Utd
Valentino Livramento,ENG,DF,21.0,37.0,32.0,2840.0,31.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,Newcastle Utd
Jacob Murphy,ENG,FW,29.0,35.0,31.0,2360.0,26.2,8.0,12.0,20.0,8.0,0.0,0.0,4.0,0.0,,Newcastle Utd
Joelinton,BRA,MF,27.0,29.0,29.0,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,FW,Newcastle Utd
Sandro Tonali,ITA,MF,24.0,36.0,28.0,2630.0,29.2,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,,Newcastle Utd
Nick Pope,ENG,GK,32.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Newcastle Utd
Anthony Gordon,ENG,FW,23.0,34.0,28.0,2434.0,27.0,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,MF,Newcastle Utd
Lewis Hall,ENG,DF,19.0,27.0,24.0,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,,Newcastle Utd
Harvey Barnes,ENG,FW,26.0,33.0,17.0,1755.0,19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Kieran Trippier,ENG,DF,33.0,25.0,14.0,1309.0,14.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,Newcastle Utd
Joe Willock,ENG,MF,24.0,32.0,11.0,1086.0,12.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,FW,Newcastle Utd
Martin Dúbravka,SVK,GK,35.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Sean Longstaff,ENG,MF,26.0,25.0,8.0,798.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Newcastle Utd
Sven Botman,NED,DF,24.0,8.0,6.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Newcastle Utd
Lloyd Kelly,ENG,DF,25.0,10.0,4.0,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,Newcastle Utd
Callum Wilson,ENG,FW,32.0,18.0,2.0,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Newcastle Utd
Emil Krafth,SWE,DF,29.0,12.0,2.0,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Newcastle Utd
Lewis Miley,ENG,MF,18.0,14.0,1.0,313.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Miguel Almirón,PAR,FW,30.0,9.0,1.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
William Osula,DEN,FW,20.0,14.0,0.0,134.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Matt Targett,ENG,DF,28.0,2.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Jamaal Lascelles,ENG,DF,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Alex Murphy,IRL,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Sean Neave,ENG,FW,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
John Ruddy,ENG,GK,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Leo Shahar,ENG,DF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Odysseas Vlachodimos,GRE,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Newcastle Utd
Matz Sels,BEL,GK,32.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,Nott'ham Forest
Nikola Milenković,SRB,DF,26.0,37.0,37.0,3330.0,37.0,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,,Nott'ham Forest
Murillo,BRA,DF,22.0,36.0,36.0,3188.0,35.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,,Nott'ham Forest
Ola Aina,NGA,DF,27.0,35.0,35.0,2995.0,33.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,,Nott'ham Forest
Chris Wood,NZL,FW,32.0,36.0,35.0,2959.0,32.9,20.0,3.0,23.0,17.0,3.0,3.0,1.0,0.0,,Nott'ham Forest
Morgan Gibbs-White,ENG,MF,24.0,34.0,34.0,2803.0,31.1,7.0,8.0,15.0,7.0,0.0,0.0,11.0,1.0,,Nott'ham Forest
Elliot Anderson,ENG,MF,21.0,37.0,33.0,2728.0,30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,,Nott'ham Forest
Anthony Elanga,SWE,FW,22.0,38.0,31.0,2501.0,27.8,6.0,11.0,17.0,6.0,0.0,0.0,1.0,0.0,MF,Nott'ham Forest
Neco Williams,WAL,DF,23.0,35.0,28.0,2594.0,28.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,,Nott'ham Forest
Callum Hudson-Odoi,ENG,FW,23.0,31.0,25.0,2194.0,24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,MF,Nott'ham Forest
Nicolás Domínguez,ARG,MF,26.0,34.0,23.0,1963.0,21.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,FW,Nott'ham Forest
Ryan Yates,ENG,MF,26.0,35.0,18.0,1915.0,21.3,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,,Nott'ham Forest
Álex Moreno,ESP,DF,31.0,15.0,11.0,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,MF,Nott'ham Forest
Ibrahim Sangaré,CIV,MF,26.0,13.0,7.0,590.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,Nott'ham Forest
Morato,BRA,DF,23.0,26.0,6.0,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,Nott'ham Forest
Jota Silva,POR,FW,24.0,31.0,5.0,854.0,9.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,MF,Nott'ham Forest
James Ward-Prowse,ENG,MF,29.0,9.0,5.0,400.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,,Nott'ham Forest
Danilo,BRA,MF,23.0,8.0,5.0,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Nott'ham Forest
Taiwo Awoniyi,NGA,FW,26.0,26.0,3.0,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,Nott'ham Forest
Ramón Sosa,PAR,FW,24.0,19.0,1.0,295.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,MF,Nott'ham Forest
Willy Boly,CIV,DF,33.0,6.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Nott'ham Forest
Harry Toffolo,ENG,DF,28.0,4.0,1.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Nott'ham Forest
Eric da Silva Moreira,GER,MF,18.0,2.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Nott'ham Forest
Zach Abbott,ENG,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nott'ham Forest
Wayne Hennessey,WAL,GK,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nott'ham Forest
Carlos Miguel,BRA,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nott'ham Forest
Andrew Omobamidele,IRL,DF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nott'ham Forest
Mateus Fernandes,POR,MF,20.0,36.0,34.0,2909.0,32.3,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,,Southampton
