Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Secondary_Pos,Team
Kyle Walker-Peters,ENG,DF,27.0,33.0,33.0,2918.0,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,,Southampton
Taylor Harwood-Bellis,ENG,DF,22.0,34.0,32.0,2825.0,31.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,,Southampton
Aaron Ramsdale,ENG,GK,26.0,30.0,30.0,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Southampton
Jan Bednarek,POL,DF,28.0,30.0,30.0,2531.0,28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,,Southampton
Flynn Downes,ENG,MF,25.0,27.0,25.0,2151.0,23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,,Southampton
Joe Aribo,NGA,MF,28.0,32.0,21.0,2013.0,22.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,DF,Southampton
Tyler Dibling,ENG,FW,18.0,33.0,20.0,1874.0,20.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,MF,Southampton
Lesley Ugochukwu,FRA,MF,20.0,26.0,18.0,1655.0,18.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,,Southampton
Ryan Manning,IRL,DF,28.0,24.0,18.0,1462.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,MF,Southampton
Kamaldeen Sulemana,GHA,FW,22.0,26.0,17.0,1402.0,15.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,MF,Southampton
Jack Stephens,ENG,DF,30.0,19.0,17.0,1389.0,15.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,,Southampton
Yukinari Sugawara,JPN,DF,24.0,30.0,16.0,1557.0,17.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,MF,Southampton
Adam Armstrong,ENG,FW,27.0,20.0,15.0,1248.0,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,MF,Southampton
Cameron Archer,ENG,FW,23.0,35.0,13.0,1441.0,16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,,Southampton
,,Performance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
James Bree,ENG,DF,26.0,17.0,13.0,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Paul Onuachu,NGA,FW,30.0,25.0,11.0,1050.0,11.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,,Southampton
Nathan Wood-Gordon,ENG,DF,22.0,11.0,9.0,773.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Southampton
William Smallbone,IRL,MF,24.0,18.0,6.0,690.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,Southampton
Welington,BRA,DF,23.0,10.0,6.0,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Southampton
Alex McCarthy,ENG,GK,34.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Adam Lallana,ENG,MF,36.0,14.0,5.0,361.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,,Southampton
Ben Brereton,CHI,FW,25.0,10.0,4.0,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Southampton
Ross Stewart,SCO,FW,28.0,12.0,4.0,389.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,Southampton
Ryan Fraser,SCO,FW,30.0,8.0,4.0,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DF,Southampton
Charlie Taylor,ENG,DF,30.0,8.0,3.0,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Southampton
Joe Lumley,ENG,GK,29.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Armel Bella Kotchap,GER,DF,22.0,4.0,2.0,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Albert Grønbaek,DEN,FW,23.0,4.0,2.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Southampton
Jay Robinson,ENG,MF,17.0,4.0,1.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Southampton
,,Performance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Maxwel Cornet,CIV,FW,27.0,2.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Southampton
Samuel Edozie,ENG,DF,21.0,2.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FW,Southampton
Samuel Amo-Ameyaw,ENG,FW,18.0,2.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DF,Southampton
Joachim Kayi Sanda,FRA,DF,17.0,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Ronnie Edwards,ENG,DF,21.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Carlos Alcaraz,ARG,MF,21.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Jayden Moore,,DF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Joe O'Brien-Whitmarsh,IRL,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton
Pedro Porro,ESP,DF,24.0,33.0,28.0,2610.0,29.0,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,,Tottenham
Dejan Kulusevski,SWE,MF,24.0,32.0,27.0,2389.0,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,FW,Tottenham
Dominic Solanke,ENG,FW,26.0,27.0,25.0,2201.0,24.5,9.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,,Tottenham
Brennan Johnson,WAL,FW,23.0,33.0,24.0,2177.0,24.2,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,,Tottenham
Guglielmo Vicario,ITA,GK,27.0,24.0,24.0,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Tottenham
Son Heung-min,KOR,FW,32.0,30.0,24.0,2110.0,23.4,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,,Tottenham
Destiny Udogie,ITA,DF,21.0,25.0,24.0,1924.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,Tottenham
Pape Matar Sarr,SEN,MF,21.0,36.0,22.0,1913.0,21.3,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,,Tottenham
James Maddison,ENG,MF,27.0,31.0,21.0,1809.0,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,,Tottenham
Rodrigo Bentancur,URU,MF,27.0,26.0,21.0,1645.0,18.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,,Tottenham
Djed Spence,ENG,DF,23.0,25.0,19.0,1792.0,19.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,,Tottenham
Archie Gray,ENG,DF,18.0,28.0,19.0,1751.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MF,Tottenham
Cristian Romero,ARG,DF,26.0,18.0,18.0,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,Tottenham
Yves Bissouma,MLI,MF,27.0,28.0,16.0,1408.0,15.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,,Tottenham
Ben Davies,WAL,DF,31.0,17.0,14.0,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,Tottenham
Radu Drăgușin,ROU,DF,22.0,16.0,14.0,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Tottenham
Micky van de Ven,NED,DF,23.0,13.0,12.0,1015.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,,Tottenham
Lucas Bergvall,SWE,MF,18.0,27.0,11.0,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,Tottenham
Mathys Tel,FRA,FW,19.0,13.0,11.0,911.0,10.1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,,Tottenham
Wilson Odobert,FRA,FW,19.0,16.0,9.0,850.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,MF,Tottenham
Kevin Danso,AUT,DF,25.0,10.0,9.0,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Fraser Forster,ENG,GK,36.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Antonín Kinský,CZE,GK,21.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Timo Werner,GER,FW,28.0,18.0,4.0,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,MF,Tottenham
Richarlison,BRA,FW,27.0,15.0,4.0,504.0,5.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,,Tottenham
Mikey Moore,ENG,FW,16.0,10.0,3.0,366.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Sergio Reguilón,ESP,DF,27.0,4.0,1.0,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Tottenham
Brandon Austin,ENG,GK,25.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Dane Scarlett,ENG,FW,20.0,3.0,0.0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,MF,Tottenham
Alfie Dorrington,ENG,DF,19.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Will Lankshear,ENG,FW,19.0,3.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Tottenham
Oyindamola Ajayi,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Dante Cassanova,JAM,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Alfie Devine,ENG,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Malachi Hardy,ENG,DF,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Maeson King,ENG,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Yang Minhyeok,KOR,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Callum Olusesi,ENG,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Alfie Whiteman,ENG,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Luca Williams Barnett,ENG,FW,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham
Max Kilman,ENG,DF,27.0,38.0,38.0,3348.0,37.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,,West Ham
Aaron Wan-Bissaka,COD,DF,26.0,36.0,35.0,3154.0,35.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,,West Ham
Jarrod Bowen,ENG,FW,27.0,34.0,34.0,2973.0,33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0,MF,West Ham
Mohammed Kudus,GHA,FW,23.0,32.0,31.0,2590.0,28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,1.0,MF,West Ham
Tomáš Souček,CZE,MF,29.0,35.0,30.0,2567.0,28.5,9.0,1.0,10.0,9.0,0.0,0.0,8.0,0.0,,West Ham
Lucas Paquetá,BRA,MF,26.0,33.0,27.0,2380.0,26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,FW,West Ham
Emerson Palmieri,ITA,DF,29.0,31.0,26.0,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,,West Ham
Alphonse Areola,FRA,GK,31.0,26.0,25.0,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West Ham
Konstantinos Mavropanos,GRE,DF,26.0,33.0,21.0,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,West Ham
Jean-Clair Todibo,FRA,DF,24.0,27.0,20.0,1825.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,West Ham
Edson Álvarez,MEX,MF,26.0,28.0,20.0,1772.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,,West Ham
Guido Rodríguez,ARG,MF,30.0,23.0,16.0,1149.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,,West Ham
Carlos Soler,ESP,MF,27.0,31.0,14.0,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,FW,West Ham
Łukasz Fabiański,POL,GK,39.0,14.0,13.0,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,West Ham
James Ward-Prowse,ENG,MF,29.0,15.0,12.0,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,West Ham
Vladimír Coufal,CZE,DF,31.0,22.0,11.0,1067.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,West Ham
Michail Antonio,JAM,FW,34.0,14.0,11.0,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,West Ham
Aaron Cresswell,ENG,DF,34.0,18.0,10.0,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,West Ham
Crysencio Summerville,NED,FW,22.0,19.0,7.0,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,MF,West Ham
Oliver Scarles,ENG,DF,18.0,15.0,7.0,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FW,West Ham
Niclas Füllkrug,GER,FW,31.0,18.0,6.0,790.0,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,,West Ham
Danny Ings,ENG,FW,32.0,15.0,1.0,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,MF,West Ham
Andy Irving,SCO,MF,24.0,10.0,1.0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,West Ham
Evan Ferguson,IRL,FW,19.0,8.0,1.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West Ham
Luis Guilherme,BRA,MF,18.0,12.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,West Ham
Lewis Orford,ENG,MF,18.0,2.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West Ham
Kaelan Casey,ENG,DF,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West Ham
Wes Foderingham,ENG,GK,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West Ham
Ezra Mayers,BRB,DF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West Ham
Rayan Aït-Nouri,ALG,DF,23.0,37.0,37.0,3109.0,34.5,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,,Wolves
João Gomes,BRA,MF,23.0,36.0,35.0,2974.0,33.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,,Wolves
Nélson Semedo,POR,DF,30.0,34.0,32.0,2886.0,32.1,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,,Wolves
André,BRA,MF,23.0,33.0,31.0,2472.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,Wolves
Toti Gomes,POR,DF,25.0,31.0,30.0,2614.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,,Wolves
Jørgen Strand Larsen,NOR,FW,24.0,35.0,30.0,2587.0,28.7,14.0,4.0,18.0,14.0,0.0,0.0,4.0,0.0,,Wolves
José Sá,POR,GK,31.0,29.0,29.0,2609.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Wolves
Matheus Cunha,BRA,MF,25.0,33.0,29.0,2597.0,28.9,15.0,6.0,21.0,15.0,0.0,0.0,4.0,0.0,FW,Wolves
Matt Doherty,IRL,DF,32.0,30.0,25.0,2109.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,,Wolves
Jean-Ricner Bellegarde,HAI,MF,26.0,35.0,20.0,1677.0,18.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,FW,Wolves
Santiago Bueno,URU,DF,25.0,29.0,18.0,1687.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Wolves
Emmanuel Agbadou,CIV,DF,27.0,16.0,16.0,1410.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,Wolves
Mario Lemina,GAB,MF,30.0,17.0,15.0,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,DF,Wolves
Marshall Munetsi,ZIM,MF,28.0,14.0,12.0,1078.0,12.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,FW,Wolves
Gonçalo Guedes,POR,MF,27.0,29.0,10.0,995.0,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,FW,Wolves
Craig Dawson,ENG,DF,34.0,15.0,10.0,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Wolves
Pablo Sarabia,ESP,MF,32.0,23.0,7.0,814.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,FW,Wolves
Rodrigo Gomes,POR,DF,21.0,25.0,7.0,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,FW,Wolves
Sam Johnstone,ENG,GK,31.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Hwang Hee-chan,KOR,MF,28.0,21.0,5.0,661.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,FW,Wolves
Yerson Mosquera,COL,DF,23.0,5.0,5.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,Wolves
Tommy Doyle,ENG,MF,22.0,24.0,3.0,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,Wolves
Daniel Bentley,ENG,GK,31.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Carlos Forbs,POR,MF,20.0,10.0,1.0,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,FW,Wolves
Pedro Lima,BRA,DF,18.0,3.0,1.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Nasser Djiga,BFA,DF,21.0,5.0,1.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Daniel Podence,POR,MF,28.0,2.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Wolves
Chiquinho,POR,MF,24.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Mateus Mane,,MF,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Tom King,WAL,GK,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Alfie Pond,ENG,DF,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Boubacar Traoré,MLI,MF,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Tawanda Chirewa,ZIM,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Luke Cundle,ENG,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Tom Edozie,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Bastien Meupiyou,FRA,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
Wesley Okoduwa,ENG,FW,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wolves
